name
Nanggroe Aceh Darussalam
Sumatra Utara
Sumatra Barat
Riau
Jambi
Sumatra Selatan
Bengkulu
Lampung
Kep. Bangka Belitung
Kep. Riau
DKI Jakarta
Jawa Barat
Jawa Tengah
DI Yogyakarta
Jawa Timur
Banten
Bali
Nusa Tenggara Barat
Nusa Tenggara Timur
Kalimantan Barat
Kalimantan Tengah
Kalimantan Selatan
Kalimantan Timur
Sulawesi Utara
Sulawesi Tengah
Sulawesi Selatan
Sulawesi Tenggara
Gorontalo
Maluku
Maluku Utara
Papua
Irian Jaya Barat
