regional_id,name
92,MUARA PADANG
92,MUARA SUGIHAN
92,MAKARTI JAYA
92,AIR SALEK
92,BANYUASIN II
92,MUARA TELANG
94,MUARA KUANG
94,RAMBANG KUANG
94,LUBUK KELIAT
94,TANJUNG BATU
94,PAYARAMAN
94,RANTAU ALAI
94,KANDIS
94,TANJUNG RAJA
94,RANTAU PANJANG
94,SUNGAI PINANG
94,PEMULUTAN
94,PEMULUTAN SELATAN
94,PEMULUTAN BARAT
94,INDRALAYA
94,INDRALAYA UTARA
94,INDRALAYA SELATAN
95,MARTAPURA
95,BUNGA MAYANG
95,JAYA PURA
95,BUAY PEMUKA PELIUNG
95,BUAY MADANG
95,BUAY MADANG TIMUR
95,BUAY PEMUKA BANGSA RAJA
95,MADANG SUKU II
95,MADANG SUKU III
95,MADANG SUKU I
95,BELITANG MADANG RAYA
95,BELITANG
95,BELITANG JAYA
95,BELITANG III
95,BELITANG II
95,BELITANG MULYA
95,SEMENDAWAI SUKU III
95,SEMENDAWAI TIMUR
95,CEMPAKA
95,SEMENDAWAI BARAT
96,MEKAKAU ILIR
96,BANDING AGUNG
96,WARKUK RANAU SELATAN
96,BUAY PEMATANG RIBU RANAU TENGAH
96,BUAY PEMACA
96,SIMPANG
96,BUANA PEMACA
96,MUARADUA
96,BUAY RAWAN
96,BUAY SANDANG AJI
96,TIGA DIHAJI
96,BUAY RUNJUNG
96,RUNJUNG AGUNG
96,KISAM TINGGI
96,MUARADUA KISAM
96,KISAM ILIR
96,PULAU BERINGIN
96,SINDANG DANAU
96,SUNGAI ARE
97,ILIR BARAT II
97,GANDUS
97,SEBERANG ULU I
97,KERTAPATI
97,SEBERANG ULU II
97,PLAJU
97,ILIR BARAT I
97,BUKIT KECIL
97,ILIR TIMUR I
97,KEMUNING
97,ILIR TIMUR II
97,KALIDONI
97,SAKO
97,SEMATANG BORANG
97,SUKARAMI
97,ALANG ALANG LEBAR
98,DEMPO SELATAN
98,DEMPO TENGAH
98,DEMPO UTARA
98,PAGAR ALAM SELATAN
98,PAGAR ALAM UTARA
99,LUBUK LINGGAU BARAT I
99,LUBUK LINGGAU BARAT II
99,LUBUK LINGGAU SELATAN I
99,LUBUK LINGGAU SELATAN II
99,LUBUK LINGGAU TIMUR I
99,LUBUK LINGGAU TIMUR II
99,LUBUK LINGGAU UTARA I
99,LUBUK LINGGAU UTARA II
100,RAMBANG KAPAK TENGAH
100,PRABUMULIH TIMUR
100,PRABUMULIH SELATAN
100,PRABUMULIH BARAT
100,PRABUMULIH UTARA
100,CAMBAI
101,MANNA
101,KOTA MANNA
101,KEDURANG
101,BUNGA MAS
101,PASAR MANNA
101,KEDURANG ILIR
101,SEGINIM
101,AIR NIPIS
101,PINO
101,PINORAYA
101,ULU MANNA
102,KOTA PADANG
102,SINDANG BELITI ILIR
102,PADANG ULAK TANDING
102,SINDANG KELINGI
102,BINDU RIANG
102,SINDANG BELITI ULU
102,SINDANG DATARAN
102,CURUP
102,BERMANI ULU
102,SELUPU REJANG
102,CURUP SELATAN
102,CURUP TENGAH
102,BERMANI ULU RAYA
102,CURUP UTARA
102,CURUP TIMUR
103,ENGGANO
103,KERKAP
103,AIR NAPAL
103,AIR BESI
103,ARGA MAKMUR
103,LAIS
103,BATIK NAU
103,GIRI MULYA
103,PADANG JAYA
103,KETAHUN
103,NAPAL PUTIH
103,PUTRI HIJAU
104,IPUH
104,AIR RAMI
104,MALIN DEMAN
104,PONDOK SUGUH
104,SUNGAI RUMBAI
104,TERAMANG JAYA
104,TERAS TERUNJAM
104,PENARIK
104,SELAGAN RAYA
104,KOTA MUKOMUKO
104,AIR DIKIT
104,XIV KOTO
104,LUBUK PINANG
104,AIR MANJUNTO
104,V KOTO
105,SEMIDANG ALAS MARAS
105,SEMIDANG ALAS
105,TALO
105,ILIR TALO
105,TALO KECIL
105,ULU TALO
105,SELUMA
105,SELUMA SELATAN
105,SELUMA BARAT
105,SELUMA TIMUR
105,SELUMA UTARA
105,SUKARAJA
105,AIR PERIUKAN
105,LUBUK SANDI
106,NASAL
106,MAJE
106,KAUR SELATAN
106,TETAP
106,KAUR TENGAH
106,LUAS
106,MUARA SAHUNG
106,KINAL
106,SEMIDANG GUMAY
106,TANJUNG KEMUNING
106,KELAM TENGAH
106,KAUR UTARA
106,PADANG GUCI HILIR
106,LUNGKANG KULE
106,PADANG GUCI HULU
107,RIMBO PENGADANG
107,TOPOS
107,LEBONG SELATAN
107,BINGIN KUNING
107,LEBONG TENGAH
107,LEBONG SAKTI
107,LEBONG ATAS
107,PADANG BANO
107,PELABAI
107,LEBONG UTARA
107,AMEN
107,URAM JAYA
107,PINANG BELAPIS
108,MUARA KEMUMU
108,BERMANI ILIR
108,SEBERANG MUSI
108,TEBAT KARAI
108,KEPAHIANG
108,KABA WETAN
108,UJAN MAS
108,MERIGI
109,SELEBAR
109,KAMPUNG MELAYU
109,GADING CEMPAKA
109,RATU AGUNG
109,RATU SAMBAN
109,TELUK SEGARA
109,SUNGAI SERUT
109,MUARA BANGKA HULU
110,NATAR
110,JATI AGUNG
110,TANJUNG BINTANG
110,TANJUNG SARI
110,KATIBUNG
110,MERBAU MATARAM
110,WAY SULAN
110,SIDOMULYO
110,CANDIPURO
110,WAY PANJI
110,KALIANDA
110,RAJABASA
110,PALAS
110,SRAGI
110,PENENGAHAN
110,KETAPANG
110,BAKAUHENI
111,PADANG RATU
111,SELAGAI LINGGA
111,PUBIAN
111,ANAK TUHA
111,ANAK RATU AJI
111,KALIREJO
111,SENDANG AGUNG
111,BANGUNREJO
111,GUNUNG SUGIH
111,BEKRI
111,BUMI RATU NUBAN
111,TRIMURJO
111,PUNGGUR
111,KOTA GAJAH
111,SEPUTIH RAMAN
111,TERBANGGI BESAR
111,SEPUTIH AGUNG
111,WAY PENGUBUAN
111,TERUSAN NUNYAI
111,SEPUTIH MATARAM
111,BANDAR MATARAM
111,SEPUTIH BANYAK
111,WAY SEPUTIH
111,RUMBIA
111,BUMI NABUNG
111,PUTRA RUMBIA
111,SEPUTIH SURABAYA
111,BANDAR SURABAYA
112,BUKIT KEMUNING
112,ABUNG TINGGI
112,TANJUNG RAJA
112,ABUNG BARAT
112,ABUNG TENGAH
112,ABUNG  KUNANG
112,ABUNG PEKURUN
112,KOTABUMI
112,KOTABUMI UTARA
112,KOTABUMI SELATAN
112,ABUNG SELATAN
112,ABUNG SEMULI
112,BLAMBANGAN PAGAR
112,ABUNG TIMUR
112,ABUNG SURAKARTA
112,SUNGKAI SELATAN
112,MUARA SUNGKAI
112,BUNGA MAYANG
112,SUNGKAI  BARAT
112,SUNGKAI JAYA
112,SUNGKAI UTARA
112,HULUSUNGKAI
112,SUNGKAI TENGAH
113,PESISIR SELATAN
113,BENGKUNAT
113,BENGKUNAT BELIMBING
113,NGAMBUR
113,PESISIR TENGAH
113,KARYA PENGGAWA
113,WAY KRUI
113,KRUI SELATAN
113,PESISIR UTARA
113,LEMONG
113,BALIK BUKIT
113,SUKAU
113,LUMBOK SEMINUNG
113,BELALAU
113,SEKINCAU
113,SUOH
113,BATU BRAK
113,PAGAR DEWA
113,BATU KETULIS
113,BANDAR NEGERI SUOH
113,SUMBER JAYA
113,WAY TENONG
113,GEDUNG SURIAN
113,KEBUN TEBU
113,AIR HITAM
114,BANJAR AGUNG
114,BANJAR MARGO
114,BANJAR BARU
114,GEDUNG AJI
114,PENAWAR AJI
114,MERAKSA AJI
114,MENGGALA
114,PENAWAR TAMA
114,RAWAJITU SELATAN
114,GEDUNG MENENG
114,RAWAJITU TIMUR
114,RAWA PITU
114,GEDUNG AJI BARU
114,DENTE TELADAS
114,MENGGALA TIMUR
115,WONOSOBO
115,SEMAKA
115,BANDAR NEGERI SEMUONG
115,KOTA AGUNG
115,PEMATANG SAWA
115,KOTA AGUNG TIMUR
115,KOTA AGUNG BARAT
115,PULAU PANGGUNG
115,ULUBELU
115,AIR NANINGAN
115,TALANG PADANG
115,SUMBEREJO
115,GISTING
115,GUNUNG ALIP
115,PUGUNG
115,BULOK
115,CUKUH BALAK
115,KELUMBAYAN
115,LIMAU
115,KELUMBAYAN BARAT
116,METRO KIBANG
116,BATANGHARI
116,SEKAMPUNG
116,MARGATIGA
116,SEKAMPUNG UDIK
116,JABUNG
116,PASIR SAKTI
116,WAWAY KARYA
116,MARGA SEKAPUNG
116,LABUHAN MARINGGAI
116,MATARAM BARU
116,BANDAR SRIBAWONO
116,MELINTING
116,GUNUNG PELINDUNG
116,WAY JEPARA
116,BRAJA SLEBAH
116,LABUHAN RATU
116,SUKADANA
116,BUMI AGUNG
116,BATANGHARI NUBAN
116,PEKALONGAN
116,RAMAN UTARA
116,PURBOLINGGO
116,WAY BUNGUR
117,BANJIT
117,BARADATU
117,GUNUNG LABUHAN
117,KASUI
117,REBANG TANGKAS
117,BLAMBANGAN UMPU
117,WAY TUBA
117,NEGERI AGUNG
117,BAHUGA
117,BUAY  BAHUGA
117,BUMI AGUNG
117,PAKUAN RATU
117,NEGARA BATIN
117,NEGERI BESAR
118,TELUK BETUNG BARAT
118,TELUK BETUNG SELATAN
118,PANJANG
118,TANJUNG KARANG TIMUR
118,TELUK BETUNG UTARA
118,TANJUNG KARANG PUSAT
118,TANJUNG KARANG BARAT
118,KEMILING
118,KEDATON
118,RAJABASA
118,TANJUNG SENANG
118,SUKARAME
118,SUKABUMI
119,METRO SELATAN
119,METRO BARAT
119,METRO TIMUR
119,METRO PUSAT
119,METRO UTARA
120,MENDO BARAT
120,MERAWANG
120,PUDING BESAR
120,SUNGAI LIAT
120,PEMALI
120,BAKAM
120,BELINYU
120,RIAU SILIP
121,MEMBALONG
121,TANJUNG PANDAN
121,BADAU
121,SIJUK
121,SELAT NASIK
122,PAYUNG
122,PULAU BESAR
122,SIMPANG RIMBA
122,TOBOALI
122,TUKAK SADAI
122,AIR GEGAS
122,LEPAR PONGOK
123,KOBA
123,LUBUK BESAR
123,PANGKALAN BARU
123,NAMANG
123,SUNGAI SELAN
123,SIMPANG KATIS
124,KELAPA
124,TEMPILANG
124,MENTOK
124,SIMPANG TERITIP
124,JEBUS
125,DENDANG
125,SIMPANG PESAK
125,GANTUNG
125,SIMPANG RENGGIANG
125,MANGGAR
125,DAMAR
125,KELAPA KAMPIT
126,RANGKUI
126,BUKIT INTAN
126,PANGKAL BALAM
126,TAMAN SARI
126,GERUNGGANG
128,MORO
128,DURAI
128,KUNDUR
128,KUNDUR UTARA
128,KUNDUR BARAT
128,KARIMUN
128,BURU
128,MERAL
128,TEBING
129,MIDAI
129,BUNGURAN BARAT
129,BUNGURAN UTARA
129,PULAU LAUT
129,PULAU TIGA
129,BUNGURAN TIMUR
129,BUNGURAN TIMUR LAUT
129,BUNGURAN TENGAH
129,BUNGURAN SELATAN
129,S E R A S A N
129,SUBI
129,SERASAN TIMUR
130,SINGKEP BARAT
130,SINGKEP
130,LINGGA
130,LINGGA UTARA
130,SENAYANG
131,BELAKANG PADANG
131,BULANG
131,GALANG
131,SEI BEDUK
131,SAGULUNG
131,NONGSA
131,BATAM KOTA
131,SEKUPANG
131,BATU AJI
131,LUBUK BAJA
131,BATU AMPAR
131,BENGKONG
132,BUKIT BESTARI
132,TANJUNGPINANG TIMUR
132,TANJUNGPINANG KOTA
132,TANJUNGPINANG BARAT
133,TANAH ABANG
133,MENTENG
133,SENEN
133,JOHAR BARU
133,CEMPAKA PUTIH
133,KEMAYORAN
133,SAWAH BESAR
133,GAMBIR
134,PENJARINGAN
134,PADEMANGAN
134,TANJUNG PRIOK
134,KOJA
134,KELAPA GADING
134,CILINCING
135,KEMBANGAN
135,KEBON JERUK
135,PALMERAH
135,GROGOL PETAMBURAN
135,TAMBORA
135,TAMAN SARI
135,CENGKARENG
135,KALI DERES
136,JAGAKARSA
136,PASAR MINGGU
136,CILANDAK
136,PESANGGRAHAN
136,KEBAYORAN LAMA
136,KEBAYORAN BARU
136,MAMPANG PRAPATAN
136,PANCORAN
136,TEBET
136,SETIA BUDI
137,PASAR REBO
137,CIRACAS
137,CIPAYUNG
137,MAKASAR
137,KRAMAT JATI
137,JATINEGARA
137,DUREN SAWIT
137,CAKUNG
137,PULO GADUNG
137,MATRAMAN
138,KEPULAUAN SERIBU SELATAN
138,KEPULAUAN SERIBU UTARA
139,NANGGUNG
139,LEUWILIANG
139,LEUWISADENG
139,PAMIJAHAN
139,CIBUNGBULANG
139,CIAMPEA
139,TENJOLAYA
139,DRAMAGA
139,CIOMAS
139,TAMANSARI
139,CIJERUK
139,CIGOMBONG
139,CARINGIN
139,CIAWI
139,CISARUA
139,MEGAMENDUNG
139,SUKARAJA
139,BABAKAN MADANG
139,SUKAMAKMUR
139,CARIU
139,TANJUNGSARI
139,JONGGOL
139,CILEUNGSI
139,KELAPA NUNGGAL
139,GUNUNG PUTRI
139,CITEUREUP
139,CIBINONG
139,BOJONG GEDE
139,TAJUR HALANG
139,KEMANG
139,RANCA BUNGUR
139,PARUNG
139,CISEENG
139,GUNUNG SINDUR
139,RUMPIN
139,CIGUDEG
139,SUKAJAYA
139,JASINGA
139,TENJO
139,PARUNG PANJANG
140,CIEMAS
140,CIRACAP
140,WALURAN
140,SURADE
140,CIBITUNG
140,JAMPANG KULON
140,CIMANGGU
140,KALI BUNDER
140,TEGAL BULEUD
140,CIDOLOG
140,SAGARANTEN
140,CIDADAP
140,CURUGKEMBAR
140,PABUARAN
140,LENGKONG
140,PELABUHAN RATU
140,SIMPENAN
140,WARUNG KIARA
140,BANTARGADUNG
140,JAMPANG TENGAH
140,PURABAYA
140,CIKEMBAR
140,NYALINDUNG
140,GEGER BITUNG
140,SUKARAJA
140,KEBONPEDES
140,CIREUNGHAS
140,SUKALARANG
140,SUKABUMI
140,KADUDAMPIT
140,CISAAT
140,GUNUNGGURUH
140,CIBADAK
140,CICANTAYAN
140,CARINGIN
140,NAGRAK
140,CIAMBAR
140,CICURUG
140,CIDAHU
140,PARAKAN SALAK
140,PARUNG KUDA
140,BOJONG GENTENG
140,KALAPA NUNGGAL
140,CIKIDANG
140,CISOLOK
140,CIKAKAK
140,KABANDUNGAN
141,AGRABINTA
141,LELES
141,SINDANGBARANG
141,CIDAUN
141,NARINGGUL
141,CIBINONG
141,CIKADU
141,TANGGEUNG
141,PASIRKUDA
141,KADUPANDAK
141,CIJATI
141,TAKOKAK
141,SUKANAGARA
141,PAGELARAN
141,CAMPAKA
141,CAMPAKA MULYA
141,CIBEBER
141,WARUNGKONDANG
141,GEKBRONG
141,CILAKU
141,SUKALUYU
141,BOJONGPICUNG
141,HAURWANGI
141,CIRANJANG
141,MANDE
141,KARANGTENGAH
141,CIANJUR
141,CUGENANG
141,PACET
141,CIPANAS
141,SUKARESMI
141,CIKALONGKULON
142,CIWIDEY
142,RANCABALI
142,PASIRJAMBU
142,CIMAUNG
142,PANGALENGAN
142,KERTASARI
142,PACET
142,IBUN
142,PASEH
142,CIKANCUNG
142,CICALENGKA
142,NAGREG
142,RANCAEKEK
142,MAJALAYA
142,SOLOKAN JERUK
142,CIPARAY
142,BALEENDAH
142,ARJASARI
142,BANJARAN
142,CANGKUANG
142,PAMEUNGPEUK
142,KATAPANG
142,SOREANG
142,KUTAWARINGIN
142,MARGAASIH
142,MARGAHAYU
142,DAYEUHKOLOT
142,BOJONGSOANG
142,CILEUNYI
142,CILENGKRANG
142,CIMENYAN
143,CISEWU
143,CARINGIN
143,TALEGONG
143,BUNGBULANG
143,MEKARMUKTI
143,PAMULIHAN
143,PAKENJENG
143,CIKELET
143,PAMEUNGPEUK
143,CIBALONG
143,CISOMPET
143,PEUNDEUY
143,SINGAJAYA
143,CIHURIP
143,CIKAJANG
143,BANJARWANGI
143,CILAWU
143,BAYONGBONG
143,CIGEDUG
143,CISURUPAN
143,SUKARESMI
143,SAMARANG
143,PASIRWANGI
143,TAROGONG KIDUL
143,TAROGONG KALER
143,GARUT KOTA
143,KARANGPAWITAN
143,WANARAJA
143,SUCINARAJA
143,PANGATIKAN
143,SUKAWENING
143,KARANGTENGAH
143,BANYURESMI
143,LELES
143,LEUWIGOONG
143,CIBATU
143,KERSAMANAH
143,CIBIUK
143,KADUNGORA
143,BLUBUR LIMBANGAN
143,SELAAWI
143,MALANGBONG
144,CIPATUJAH
144,KARANGNUNGGAL
144,CIKALONG
144,PANCATENGAH
144,CIKATOMAS
144,CIBALONG
144,PARUNGPONTENG
144,BANTARKALONG
144,BOJONGASIH
144,CULAMEGA
144,BOJONGGAMBIR
144,SODONGHILIR
144,TARAJU
144,SALAWU
144,PUSPAHIANG
144,TANJUNGJAYA
144,SUKARAJA
144,SALOPA
144,JATIWARAS
144,CINEAM
144,KARANGJAYA
144,MANONJAYA
144,GUNUNGTANJUNG
144,SINGAPARNA
144,SUKARAME
144,MANGUNREJA
144,CIGALONTANG
144,LEUWISARI
144,SARIWANGI
144,PADAKEMBANG
144,SUKARATU
144,CISAYONG
144,SUKAHENING
144,RAJAPOLAH
144,JAMANIS
144,CIAWI
144,KADIPATEN
144,PAGERAGEUNG
144,SUKARESIK
145,CIMERAK
145,CIJULANG
145,CIGUGUR
145,LANGKAPLANCAR
145,PARIGI
145,SIDAMULIH
145,PANGANDARAN
145,KALIPUCANG
145,PADAHERANG
145,MANGUNJAYA
145,BANJARSARI
145,LAKBOK
145,PURWADADI
145,PAMARICAN
145,CIDOLOG
145,CIMARAGAS
145,CIJEUNGJING
145,CISAGA
145,TAMBAKSARI
145,RANCAH
145,RAJADESA
145,SUKADANA
145,CIAMIS
145,BAREGBEG
145,CIKONENG
145,SINDANGKASIH
145,CIHAURBEUTI
145,SADANANYA
145,CIPAKU
145,JATINAGARA
145,PANAWANGAN
145,KAWALI
145,LUMBUNG
145,PANJALU
145,SUKAMANTRI
145,PANUMBANGAN
146,DARMA
146,KADUGEDE
146,NUSAHERANG
146,CINIRU
146,HANTARA
146,SELAJAMBE
146,SUBANG
146,CILEBAK
146,CIWARU
146,KARANGKANCANA
146,CIBINGBIN
146,CIBEUREUM
146,LURAGUNG
146,CIMAHI
146,CIDAHU
146,KALIMANGGIS
146,CIAWIGEBANG
146,CIPICUNG
146,LEBAKWANGI
146,MALEBER
146,GARAWANGI
146,SIDANGAGUNG
146,KUNINGAN
146,CIGUGUR
146,KRAMATMULYA
146,JALAKSANA
146,JAPARA
146,CILIMUS
146,CIGANDAMEKAR
146,MANDIRANCAN
146,PANCALANG
146,PASAWAHAN
147,WALED
147,PASALEMAN
147,CILEDUG
147,PABUARAN
147,LOSARI
147,PABEDILAN
147,BABAKAN
147,GEBANG
147,KARANGSEMBUNG
147,KARANGWARENG
147,LEMAHABANG
147,SUSUKANLEBAK
147,SEDONG
147,ASTANAJAPURA
147,PANGENAN
147,MUNDU
147,BEBER
147,GREGED
147,TALUN
147,SUMBER
147,DUKUPUNTANG
147,PALIMANAN
147,PLUMBON
147,DEPOK
147,WERU
147,PLERED
147,TENGAH TANI
147,KEDAWUNG
147,GUNUNGJATI
147,KAPETAKAN
147,SURANENGGALA
147,KLANGENAN
147,JAMBLANG
147,ARJAWINANGUN
147,PANGURAGAN
147,CIWARINGIN
147,GEMPOL
147,SUSUKAN
147,GEGESIK
147,KALIWEDI
148,LEMAHSUGIH
148,BANTARUJEG
148,MALAUSMA
148,CIKIJING
148,CINGAMBUL
148,TALAGA
148,BANJARAN
148,ARGAPURA
148,MAJA
148,MAJALENGKA
148,CIGASONG
148,SUKAHAJI
148,SINDANG
148,RAJAGALUH
148,SINDANGWANGI
148,LEUWIMUNDING
148,PALASAH
148,JATIWANGI
148,DAWUAN
148,KASOKANDEL
148,PANYINGKIRAN
148,KADIPATEN
148,KERTAJATI
148,JATITUJUH
148,LIGUNG
148,SUMBERJAYA
149,JATINANGOR
149,CIMANGGUNG
149,TANJUNGSARI
149,SUKASARI
149,PAMULIHAN
149,RANCAKALONG
149,SUMEDANG SELATAN
149,SUMEDANG UTARA
149,GANEAS
149,SITURAJA
149,CISITU
149,DARMARAJA
149,CIBUGEL
149,WADO
149,JATINUNGGAL
149,JATIGEDE
149,TOMO
149,UJUNG JAYA
149,CONGGEANG
149,PASEH
149,CIMALAKA
149,CISARUA
149,TANJUNGKERTA
149,TANJUNGMEDAR
149,BUAHDUA
149,SURIAN
150,HAURGEULIS
150,GANTAR
150,KROYA
150,GABUSWETAN
150,CIKEDUNG
150,TERISI
150,LELEA
150,BANGODUA
150,TUKDANA
150,WIDASARI
150,KERTASEMAYA
150,SUKAGUMIWANG
150,KRANGKENG
150,KARANGAMPEL
150,KEDOKAN BUNDER
150,JUNTINYUAT
150,SLIYEG
150,JATIBARANG
150,BALONGAN
150,INDRAMAYU
150,SINDANG
150,CANTIGI
150,PASEKAN
150,LOHBENER
150,ARAHAN
150,LOSARANG
150,KANDANGHAUR
150,BONGAS
150,ANJATAN
150,SUKRA
150,PATROL
151,SAGALAHERANG
151,SERANGPANJANG
151,JALANCAGAK
151,CIATER
151,CISALAK
151,KASOMALANG
151,TANJUNGSIANG
151,CIJAMBE
151,CIBOGO
151,SUBANG
151,KALIJATI
151,DAWUAN
151,CIPEUNDEUY
151,PABUARAN
151,PATOKBEUSI
151,PURWADADI
151,CIKAUM
151,PAGADEN
151,PAGADEN BARAT
151,CIPUNAGARA
151,COMPRENG
151,BINONG
151,TAMBAKDAHAN
151,CIASEM
151,PAMANUKAN
151,SUKASARI
151,PUSAKANAGARA
151,PUSAKAJAYA
151,LEGONKULON
151,BLANAKAN
152,JATILUHUR
152,SUKASARI
152,MANIIS
152,TEGAL WARU
152,PLERED
152,SUKATANI
152,DARANGDAN
152,BOJONG
152,WANAYASA
152,KIARAPEDES
152,PASAWAHAN
152,PONDOK SALAM
152,PURWAKARTA
152,BABAKANCIKAO
152,CAMPAKA
152,CIBATU
152,BUNGURSARI
153,PANGKALAN
153,TEGALWARU
153,CIAMPEL
153,TELUKJAMBE TIMUR
153,TELUKJAMBE BARAT
153,KLARI
153,CIKAMPEK
153,PURWASARI
153,TIRTAMULYA
153,JATISARI
153,BANYUSARI
153,KOTABARU
153,CILAMAYA WETAN
153,CILAMAYA KULON
153,LEMAHABANG
153,TALAGASARI
153,MAJALAYA
153,KARAWANG TIMUR
153,KARAWANG BARAT
153,RAWAMERTA
153,TEMPURAN
153,KUTAWALUYA
153,RENGASDENGKLOK
153,JAYAKERTA
153,PEDES
153,CILEBAR
153,CIBUAYA
153,TIRTAJAYA
153,BATUJAYA
153,PAKISJAYA
154,SETU
154,SERANG BARU
154,CIKARANG PUSAT
154,CIKARANG SELATAN
154,CIBARUSAH
154,BOJONGMANGU
154,CIKARANG TIMUR
154,KEDUNGWARINGIN
154,CIKARANG UTARA
154,KARANGBAHAGIA
154,CIBITUNG
154,CIKARANG BARAT
154,TAMBUN SELATAN
154,TAMBUN UTARA
154,BABELAN
154,TARUMAJAYA
154,TAMBELANG
154,SUKAWANGI
154,SUKATANI
154,SUKAKARYA
154,PEBAYURAN
154,CABANGBUNGIN
154,MUARA GEMBONG
155,BOGOR SELATAN
155,BOGOR TIMUR
155,BOGOR UTARA
155,BOGOR TENGAH
155,BOGOR BARAT
155,TANAH SEREAL
156,BAROS
156,LEMBURSITU
156,CIBEUREUM
156,CITAMIANG
156,WARUDOYONG
156,GUNUNG PUYUH
156,CIKOLE
157,RONGGA
157,GUNUNGHALU
157,SINDANGKERTA
157,CILILIN
157,CIHAMPELAS
157,CIPONGKOR
157,BATUJAJAR
157,CIPATAT
157,PADALARANG
157,NGAMPRAH
157,PARONGPONG
157,LEMBANG
157,CISARUA
157,CIKALONG WETAN
157,CIPEUNDEUY
157,BANDUNG KULON
157,BABAKAN CIPARAY
157,BOJONGLOA KALER
157,BOJONGLOA KIDUL
157,ASTANAANYAR
157,REGOL
157,LENGKONG
157,BANDUNG KIDUL
157,BUAHBATU
157,RANCASARI
157,GEDEBAGE
157,CIBIRU
157,PANYILEUKAN
157,UJUNG BERUNG
157,CINAMBO
157,ARCAMANIK
157,ANTAPANI
157,MANDALAJATI
157,KIARACONDONG
157,BATUNUNGGAL
157,SUMUR BANDUNG
157,ANDIR
157,CICENDO
157,BANDUNG WETAN
157,CIBEUNYING KIDUL
157,CIBEUNYING KALER
157,COBLONG
157,SUKAJADI
157,SUKASARI
157,CIDADAP
158,HARJAMUKTI
158,LEMAHWUNGKUK
158,PEKALIPAN
158,KESAMBI
158,KEJAKSAN
159,PONDOKGEDE
159,JATISAMPURNA
159,PONDOKMELATI
159,JATIASIH
159,BANTARGEBANG
159,MUSTIKAJAYA
159,BEKASI TIMUR
159,RAWALUMBU
159,BEKASI SELATAN
159,BEKASI BARAT
159,MEDAN SATRIA
159,BEKASI UTARA
160,SAWANGAN
160,BOJONGSARI
160,PANCORAN MAS
160,CIPAYUNG
160,SUKMA JAYA
160,CILODONG
160,CIMANGGIS
160,TAPOS
160,BEJI
160,LIMO
160,CINERE
161,CIMAHI SELATAN
161,CIMAHI TENGAH
161,CIMAHI UTARA
162,KAWALU
162,TAMANSARI
162,CIBEUREUM
162,PURBARATU
162,TAWANG
162,CIHIDEUNG
162,MANGKUBUMI
162,INDIHIANG
162,BUNGURSARI
162,CIPEDES
163,BANJAR
163,PURWAHARJA
163,PATARUMAN
163,LANGENSARI
164,DAYEUHLUHUR
164,WANAREJA
164,MAJENANG
164,CIMANGGU
164,KARANGPUCUNG
164,CIPARI
164,SIDAREJA
164,KEDUNGREJA
164,PATIMUAN
164,GANDRUNGMANGU
164,BANTARSARI
164,KAWUNGANTEN
164,KAMPUNG LAUT
164,JERUKLEGI
164,KESUGIHAN
164,ADIPALA
164,MAOS
164,SAMPANG
164,KROYA
164,BINANGUN
164,NUSAWUNGU
164,CILACAP SELATAN
164,CILACAP TENGAH
164,CILACAP UTARA
165,LUMBIR
165,WANGON
165,JATILAWANG
165,RAWALO
165,KEBASEN
165,KEMRANJEN
165,SUMPIUH
165,TAMBAK
165,SOMAGEDE
165,KALIBAGOR
165,BANYUMAS
165,PATIKRAJA
165,PURWOJATI
165,AJIBARANG
165,GUMELAR
165,PEKUNCEN
165,CILONGOK
165,KARANGLEWAS
165,KEDUNG BANTENG
165,BATURRADEN
165,SUMBANG
165,KEMBARAN
165,SOKARAJA
165,PURWOKERTO SELATAN
165,PURWOKERTO BARAT
165,PURWOKERTO TIMUR
165,PURWOKERTO UTARA
166,KEMANGKON
166,BUKATEJA
166,KEJOBONG
166,PENGADEGAN
166,KALIGONDANG
166,PURBALINGGA
166,KALIMANAH
166,PADAMARA
166,KUTASARI
166,BOJONGSARI
166,MREBET
166,BOBOTSARI
166,KARANGREJA
166,KARANGJAMBU
166,KARANGANYAR
166,KERTANEGARA
166,KARANGMONCOL
166,REMBANG
167,SUSUKAN
167,PURWOREJO KLAMPOK
167,MANDIRAJA
167,PURWANEGARA
167,BAWANG
167,BANJARNEGARA
167,PAGEDONGAN
167,SIGALUH
167,MADUKARA
167,BANJARMANGU
167,WANADADI
167,RAKIT
167,PUNGGELAN
167,KARANGKOBAR
167,PAGENTAN
167,PEJAWARAN
167,BATUR
167,WANAYASA
167,KALIBENING
167,PANDANARUM
168,AYAH
168,BUAYAN
168,PURING
168,PETANAHAN
168,KLIRONG
168,BULUSPESANTREN
168,AMBAL
168,MIRIT
168,BONOROWO
168,PREMBUN
168,PADURESO
168,KUTOWINANGUN
168,ALIAN
168,PONCOWARNO
168,KEBUMEN
168,PEJAGOAN
168,SRUWENG
168,ADIMULYO
168,KUWARASAN
168,ROWOKELE
168,SEMPOR
168,GOMBONG
168,KARANGANYAR
168,KARANGGAYAM
168,SADANG
168,KARANGSAMBUNG
169,GRABAG
169,NGOMBOL
169,PURWODADI
169,BAGELEN
169,KALIGESING
169,PURWOREJO
169,BANYU URIP
169,BAYAN
169,KUTOARJO
169,BUTUH
169,PITURUH
169,KEMIRI
169,BRUNO
